2024-11-05T13:35:41.474Z - INFO - Server running on http://localhost:3030
5.11.2024, 16:21:27 - INFO - Request was made to: | / 
6.11.2024, 13:26:23 - ERROR - Failed to find toy with ID: toy | TypeError: Class constructor ObjectId cannot be invoked without 'new' 
6.11.2024, 13:26:23 - ERROR - Cannot get toy | TypeError: Class constructor ObjectId cannot be invoked without 'new' 
6.11.2024, 13:26:28 - ERROR - Failed to find toy with ID: toy | TypeError: Class constructor ObjectId cannot be invoked without 'new' 
6.11.2024, 13:26:28 - ERROR - Cannot get toy | TypeError: Class constructor ObjectId cannot be invoked without 'new' 
6.11.2024, 15:22:19 - DEBUG - auth.service - login with username: user1 
6.11.2024, 15:22:20 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 15:22:20 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 15:35:44 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 15:37:32 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 15:40:35 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 15:41:10 - DEBUG - auth.service - login with username: user1 
6.11.2024, 15:41:10 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 15:41:10 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 15:50:55 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 15:51:11 - DEBUG - auth.service - login with username: user1 
6.11.2024, 15:51:11 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 15:51:11 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 15:52:21 - ERROR - Failed to add message to toy with ID: 672a3293bae660d7c8a96eaf | TypeError: Class constructor ObjectId cannot be invoked without 'new' 
6.11.2024, 15:56:49 - ERROR - Failed to add message to toy with ID: 672a3293bae660d7c8a96eaf | TypeError: Cannot set properties of undefined (setting 'id') 
6.11.2024, 15:57:51 - ERROR - Failed to add message to toy with ID: 672a3293bae660d7c8a96eaf | Error: Message content is missing 
6.11.2024, 16:00:07 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:00:18 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:00:19 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:00:19 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:05:30 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:05:30 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:05:30 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:09:05 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:09:05 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:09:05 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:12:29 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:12:44 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:12:44 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:12:44 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:19:01 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:21:10 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:21:11 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:21:11 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:21:11 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:24:58 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:24:58 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:24:58 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:26:10 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:26:10 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:26:10 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:33:06 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:39:45 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:41:36 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:43:54 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:43:54 - ERROR - Failed to add message to toy with ID: 672a3293bae660d7c8a96eaf | TypeError: Class constructor ObjectId cannot be invoked without 'new' 
6.11.2024, 16:44:30 - INFO - Connected to MongoDB: toy_db 
6.11.2024, 16:47:44 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:47:44 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:47:44 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:55:19 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:55:19 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:55:19 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:58:54 - DEBUG - auth.service - login with username: user1 
6.11.2024, 16:58:54 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 16:58:54 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 17:01:09 - DEBUG - auth.service - login with username: user1 
6.11.2024, 17:01:09 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 17:01:09 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 17:10:55 - DEBUG - auth.service - login with username: user1 
6.11.2024, 17:10:55 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 17:10:55 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 17:15:30 - DEBUG - auth.service - login with username: user1 
6.11.2024, 17:15:30 - DEBUG - auth.service - User logged in successfully: {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 17:15:30 - INFO - User login:  | {"_id":"672a3dca0eacf7c1c126ac08","username":"user1","fullname":null,"address":"lali","phone":"0211221121","credits":100,"purchasedToys":[],"isAdmin":false,"createdAt":"2024-11-05T15:46:17.947Z"} 
6.11.2024, 17:22:46 - INFO - Connected to MongoDB: toy_db 
